City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,lompoc,34.6391,-120.4579,16.55,87,0,8.05,US,1696302638
350,morteros,-30.7116,-61.9986,18.34,43,3,6.9,AR,1696302588
351,fortaleza,-3.7227,-38.5247,27.34,78,75,4.12,BR,1696302638
352,ilomantsi,62.6716,30.9328,8.72,96,100,4.29,FI,1696302638
353,gillette,44.2911,-105.5022,13.51,73,20,5.66,US,1696302638
354,belmonte,-15.8631,-38.8828,24.68,87,96,4.68,BR,1696302638
355,mbanza-ngungu,-5.25,14.8667,21.58,89,23,2.62,CD,1696302638
356,crane,31.3974,-102.3501,24.91,66,76,8.25,US,1696302638
357,pokrovsk,48.282,37.1758,9.64,69,4,3.67,UA,1696302639
358,kapa'a,22.0752,-159.319,27.99,79,40,3.6,US,1696302639
359,nantucket,41.2835,-70.0995,13.41,94,0,2.06,US,1696302407
360,las heras,-46.5419,-68.9359,8.67,48,77,3.66,AR,1696302639
361,giyani,-23.3025,30.7187,13.69,75,0,0.94,ZA,1696302639
362,al ghayzah,16.2079,52.176,25.31,80,2,1.39,YE,1696302639
363,canatlan,24.5167,-104.7833,15.75,90,98,3.19,MX,1696302639
364,ha tinh,18.3333,105.9,29.77,70,62,0.84,VN,1696302640
